beta,E_no_GP,Cv_no_GP_over_kB,E_GP,Cv_GP_over_kB
1.858597194388777396e+01,9.205078793478279665e-05,1.589600927375030628e-02,1.250000084764682495e-01,2.928097211898417475e-06
1.862525050100200374e+01,9.026093644319090113e-05,1.565293124397042906e-02,1.250000081499788029e-01,2.827227270923395762e-06
1.866452905811623353e+01,8.850588097301503171e-05,1.541343105957598304e-02,1.250000078360648248e-01,2.729807914432872178e-06
1.870380761523045976e+01,8.678494530144652329e-05,1.517745888005785429e-02,1.250000075342418693e-01,2.635722045471194105e-06
1.874308617234468954e+01,8.509746633819271371e-05,1.494496550056898833e-02,1.250000072440443089e-01,2.544856504249022772e-06
1.878236472945891578e+01,8.344279387079106363e-05,1.471590234508994219e-02,1.250000069650243351e-01,2.457101937186536862e-06
1.882164328657314556e+01,8.182029031484701787e-05,1.449022145963768486e-02,1.250000066967514034e-01,2.372352670256824607e-06
1.886092184368737534e+01,8.022933046910515887e-05,1.426787550551889862e-02,1.250000064388115950e-01,2.290506586490692424e-06
1.890020040080160157e+01,7.866930127525648033e-05,1.404881775262760597e-02,1.250000061908068671e-01,2.211465007508030598e-06
1.893947895791583136e+01,7.713960158239308008e-05,1.383300207278805212e-02,1.250000059523546092e-01,2.135132578945494085e-06
1.897875751503006114e+01,7.563964191602138079e-05,1.362038293314332162e-02,1.250000057230868378e-01,2.061417159654331215e-06
1.901803607214428737e+01,7.416884425154351068e-05,1.341091538958976738e-02,1.250000055026498080e-01,1.990229714546025413e-06
1.905731462925851716e+01,7.272664179212294012e-05,1.320455508025794762e-02,1.250000052907033754e-01,1.921484210967517716e-06
1.909659318637274339e+01,7.131247875085003709e-05,1.300125821904048011e-02,1.250000050869205515e-01,1.855097518491513451e-06
1.913587174348697317e+01,6.992581013712256691e-05,1.280098158916681723e-02,1.250000048909868378e-01,1.790989312010823034e-06
1.917515030060120296e+01,6.856610154716301960e-05,1.260368253682576933e-02,1.250000047025999206e-01,1.729081978029562877e-06
1.921442885771542919e+01,6.723282895859024355e-05,1.240931896483558027e-02,1.250000045214691435e-01,1.669300524047126631e-06
1.925370741482965897e+01,6.592547852896852895e-05,1.221784932636208951e-02,1.250000043473150080e-01,1.611572490934388835e-06
1.929298597194388876e+01,6.464354639825838262e-05,1.202923261868534162e-02,1.250000041798688122e-01,1.555827868204761822e-06
1.933226452905811499e+01,6.338653849509162262e-05,1.184342837701454418e-02,1.250000040188721517e-01,1.501999012085757631e-06
1.937154308617234477e+01,6.215397034679836803e-05,1.166039666835173849e-02,1.250000038640766142e-01,1.450020566299807681e-06
1.941082164328657100e+01,6.094536689311434626e-05,1.148009808540459073e-02,1.250000037152433907e-01,1.399829385466071092e-06
1.945010020040080079e+01,5.976026230349498189e-05,1.130249374054796349e-02,1.250000035721427760e-01,1.351364461037579498e-06
1.948937875751503057e+01,5.859819979797006954e-05,1.112754525983498596e-02,1.250000034345540023e-01,1.304566849691105927e-06
1.952865731462925680e+01,5.745873147146742627e-05,1.095521477705723758e-02,1.250000033022647394e-01,1.259379604089520038e-06
1.956793587174348659e+01,5.634141812154057284e-05,1.078546492785442679e-02,1.250000031750709006e-01,1.215747705939144819e-06
1.960721442885771637e+01,5.524582907943479537e-05,1.061825884387372458e-02,1.250000030527761985e-01,1.173618001267101303e-06
1.964649298597194260e+01,5.417154204442587811e-05,1.045356014697852720e-02,1.250000029351919506e-01,1.132939137845935165e-06
1.968577154308617239e+01,5.311814292136897588e-05,1.029133294350689960e-02,1.250000028221366910e-01,1.093661504695265306e-06
1.972505010020039862e+01,5.208522566139658553e-05,1.013154181857977079e-02,1.250000027134360037e-01,1.055737173592469230e-06
1.976432865731462840e+01,5.107239210570267186e-05,9.974151830458737045e-03,1.250000026089221894e-01,1.019119842526459450e-06
1.980360721442885819e+01,5.007925183235585110e-05,9.819128504953653427e-03,1.250000025084339050e-01,9.837647810309601606e-07
1.984288577154308442e+01,4.910542200608086918e-05,9.666437829879817589e-03,1.250000024118161635e-01,9.496287773355247567e-07
1.988216432865731420e+01,4.815052723095223351e-05,9.516046249564846446e-03,1.250000023189198617e-01,9.166700872746706163e-07
1.992144288577154398e+01,4.721419940594407376e-05,9.367920659405247485e-03,1.250000022296016700e-01,8.848483848974148375e-07
1.996072144288577022e+01,4.629607758327975142e-05,9.222028400472453979e-03,1.250000021437237541e-01,8.541247147212795523e-07
2.000000000000000000e+01,4.539580782952790257e-05,9.078337254168377876e-03,1.250000020611536089e-01,8.244614455767396644e-07
